subject,start,frames,gt_hr,pred_hr,abs_error,mape,snr
subject44,0,300,82.62826282628264,81.008100810081,1.6201620162016326,1.960784313725505,9.50003050302232
subject44,300,300,79.38793879387939,78.84788478847885,0.5400540054005347,0.6802721088435307,16.43495459339025
subject44,600,300,90.18901890189018,89.64896489648966,0.5400540054005205,0.5988023952095591,7.957324430932509
subject44,900,300,88.56885688568858,89.10891089108911,0.5400540054005347,0.6097560975609696,5.202311037531003
subject44,1200,300,81.54815481548155,81.008100810081,0.5400540054005489,0.6622516556291499,7.460080319628007
subject44,1500,300,76.68766876687668,76.14761476147615,0.5400540054005347,0.7042253521126691,2.4440497023705277
subject44,1800,120,83.7083708370837,84.24842484248425,0.5400540054005489,0.6451612903225912,17.093586930716516
subject45,0,300,110.71107110711071,109.63096309630963,1.0801080108010837,0.9756097560975641,16.8780732170546
subject45,300,300,115.03150315031503,115.03150315031503,0.0,0.0,1.6613331072085948
subject45,600,300,118.8118811881188,117.73177317731773,1.0801080108010694,0.9090909090909002,9.00081946513655
subject45,900,300,116.11161116111612,116.11161116111612,0.0,0.0,7.6571337454958455
subject45,1200,300,109.0909090909091,109.0909090909091,0.0,0.0,16.49710584990366
subject45,1500,300,99.36993699369938,97.20972097209722,2.1602160216021673,2.173913043478268,-2.4265010755138556
subject45,1800,120,103.6903690369037,101.53015301530154,2.1602160216021673,2.0833333333333397,17.856942195112893
subject46,0,300,102.6102610261026,102.6102610261026,0.0,0.0,15.787510369064542
subject46,300,300,104.23042304230424,104.23042304230424,0.0,0.0,10.95298377147612
subject46,600,300,97.74977497749775,98.28982898289829,0.5400540054005347,0.5524861878452983,18.859483086770346
subject46,900,300,94.50945094509451,95.04950495049505,0.5400540054005347,0.5714285714285658,13.403491293442364
subject46,1200,300,92.34923492349236,91.80918091809181,0.5400540054005489,0.5847953216374364,17.462333105705106
subject46,1500,300,91.26912691269128,90.72907290729073,0.5400540054005489,0.5917159763313706,17.727740321454462
subject46,1800,120,101.53015301530154,99.9099909990999,1.6201620162016326,1.5957446808510758,23.02470214914954
subject47,0,300,108.55085508550856,109.0909090909091,0.5400540054005347,0.49751243781094034,10.998041055118971
subject47,300,300,113.41134113411341,113.41134113411341,0.0,0.0,13.753777586390765
subject47,600,300,114.4914491449145,115.03150315031503,0.5400540054005347,0.47169811320754246,13.529480742326188
subject47,900,300,117.1917191719172,118.27182718271828,1.0801080108010837,0.9216589861751181,3.7898880554303886
subject47,1200,300,97.20972097209722,97.20972097209722,0.0,0.0,10.105258898730526
subject47,1500,300,104.23042304230424,103.6903690369037,0.5400540054005347,0.5181347150259016,12.146122307596865
subject47,1800,120,112.87128712871288,112.87128712871288,0.0,0.0,12.51523173964018
subject48,0,300,90.72907290729073,90.72907290729073,0.0,0.0,15.035137666865781
subject48,300,300,90.18901890189018,90.18901890189018,0.0,0.0,16.212424837763834
subject48,600,300,89.64896489648966,100.99009900990099,11.341134113411329,12.65060240963854,-6.557193876814608
subject48,900,300,90.18901890189018,90.72907290729073,0.5400540054005489,0.5988023952095908,13.299758911058033
subject48,1200,300,90.18901890189018,89.64896489648966,0.5400540054005205,0.5988023952095591,17.117572171084568
subject48,1500,300,92.34923492349236,93.42934293429343,1.0801080108010694,1.1695906432748422,10.651726356626936
subject48,1800,120,93.42934293429343,91.80918091809181,1.6201620162016184,1.7341040462427726,-4.179669978189078
subject49,0,300,88.56885688568858,88.56885688568858,0.0,0.0,16.342661683378648
subject49,300,300,92.34923492349236,92.34923492349236,0.0,0.0,15.457471020638241
subject49,600,300,90.72907290729073,92.34923492349236,1.6201620162016326,1.7857142857142996,7.711392621860136
subject49,900,300,85.32853285328532,86.40864086408641,1.0801080108010837,1.2658227848101307,13.28371033902112
subject49,1200,300,85.86858685868587,85.32853285328532,0.5400540054005489,0.6289308176100732,10.854704934867375
subject49,1500,300,88.02880288028803,89.10891089108911,1.0801080108010837,1.2269938650306789,6.932864882636282
subject49,1800,120,83.7083708370837,86.40864086408641,2.700270027002702,3.2258064516129052,14.330630264620712
subject5,0,300,99.36993699369938,99.9099909990999,0.5400540054005205,0.5434782608695455,9.921009102426472
subject5,300,300,97.74977497749775,98.28982898289829,0.5400540054005347,0.5524861878452983,15.90724825657071
subject5,600,300,100.99009900990099,100.99009900990099,0.0,0.0,18.164944492139426
subject5,900,300,101.53015301530154,100.99009900990099,0.5400540054005489,0.53191489361703,10.180133508030558
subject5,1200,240,92.34923492349236,92.34923492349236,0.0,0.0,5.172150277395593
subject8,0,300,105.31053105310531,105.31053105310531,0.0,0.0,9.542741862650919
subject8,300,300,117.73177317731773,117.73177317731773,0.0,0.0,11.943204573107508
subject8,600,300,115.57155715571558,114.4914491449145,1.0801080108010837,0.9345794392523395,8.140984640649192
subject8,900,300,111.7911791179118,111.7911791179118,0.0,0.0,13.662835050919623
subject8,1200,300,115.03150315031503,114.4914491449145,0.5400540054005347,0.4694835680751127,10.930866998651627
subject8,1500,300,112.87128712871288,112.87128712871288,0.0,0.0,17.62558465021652
subject8,1800,120,107.47074707470748,106.3906390639064,1.0801080108010694,1.0050251256281306,3.2582677014318486
subject9,0,300,97.74977497749775,95.58955895589558,2.1602160216021673,2.2099447513812227,-0.1115034510952065
subject9,300,300,111.25112511251126,111.7911791179118,0.5400540054005347,0.48543689320387867,5.6684396658069485
subject9,600,300,117.1917191719172,116.65166516651665,0.5400540054005489,0.46082949308756516,8.680944251609471
subject9,900,300,125.83258325832585,126.37263726372636,0.5400540054005063,0.42918454935619627,-8.870877259128969
subject9,1200,300,108.01080108010801,108.01080108010801,0.0,0.0,13.86304496487081
subject9,1500,300,102.6102610261026,102.6102610261026,0.0,0.0,15.344493955878535
subject9,1800,120,104.23042304230424,100.45004500450045,3.7803780378037857,3.6269430051813516,7.096050241417499
