subject,start,frames,gt_hr,pred_hr,abs_error,mape,snr
subject44,1200,300,81.54815481548155,81.008100810081,0.5400540054005489,0.6622516556291499,7.644813949873801
subject44,1500,300,76.68766876687668,75.6075607560756,1.0801080108010837,1.408450704225357,1.668723292902602
subject44,1800,120,83.7083708370837,84.24842484248425,0.5400540054005489,0.6451612903225912,13.011721780308738
subject45,0,300,110.71107110711071,109.63096309630963,1.0801080108010837,0.9756097560975641,17.195241318346376
subject45,300,300,115.03150315031503,115.03150315031503,0.0,0.0,1.0840337774314404
subject45,600,300,118.8118811881188,117.73177317731773,1.0801080108010694,0.9090909090909002,9.945530463479592
subject45,900,300,116.11161116111612,116.65166516651665,0.5400540054005347,0.46511627906976283,6.303658362700597
subject45,1200,300,109.0909090909091,109.0909090909091,0.0,0.0,16.132177439045034
subject45,1500,300,99.36993699369938,96.12961296129613,3.240324032403251,3.260869565217402,-2.1254019858460085
subject45,1800,120,103.6903690369037,101.53015301530154,2.1602160216021673,2.0833333333333397,19.389145766630193
subject46,0,300,102.6102610261026,102.6102610261026,0.0,0.0,15.942308166970749
subject46,300,300,104.23042304230424,103.6903690369037,0.5400540054005347,0.5181347150259016,12.15861113554457
subject46,600,300,97.74977497749775,98.28982898289829,0.5400540054005347,0.5524861878452983,19.77050071817874
subject46,900,300,94.50945094509451,95.04950495049505,0.5400540054005347,0.5714285714285658,13.3058981752787
subject46,1200,300,92.34923492349236,91.80918091809181,0.5400540054005489,0.5847953216374364,16.892575717928892
subject46,1500,300,91.26912691269128,90.72907290729073,0.5400540054005489,0.5917159763313706,19.042693724299433
subject46,1800,120,101.53015301530154,99.9099909990999,1.6201620162016326,1.5957446808510758,20.91355065434401
subject47,0,300,108.55085508550856,109.0909090909091,0.5400540054005347,0.49751243781094034,10.749609194976957
subject47,300,300,113.41134113411341,113.41134113411341,0.0,0.0,14.31570361183672
subject47,600,300,114.4914491449145,115.03150315031503,0.5400540054005347,0.47169811320754246,12.582473538278824
subject47,900,300,117.1917191719172,118.8118811881188,1.6201620162016042,1.382488479262659,3.7185897732113116
subject47,1200,300,97.20972097209722,97.74977497749775,0.5400540054005347,0.55555555555555,10.35848209168795
subject47,1500,300,104.23042304230424,103.6903690369037,0.5400540054005347,0.5181347150259016,12.809477680826994
subject47,1800,120,112.87128712871288,112.33123312331233,0.5400540054005489,0.478468899521539,12.769881551054942
subject48,0,300,90.72907290729073,90.18901890189018,0.5400540054005489,0.595238095238105,15.419164525969364
subject48,300,300,90.18901890189018,89.64896489648966,0.5400540054005205,0.5988023952095591,15.816295857031479
subject48,600,300,89.64896489648966,90.18901890189018,0.5400540054005205,0.602409638554195,-1.6606405223317044
subject48,900,300,90.18901890189018,90.18901890189018,0.0,0.0,12.481321890061013
subject48,1200,300,90.18901890189018,89.64896489648966,0.5400540054005205,0.5988023952095591,17.943111726473898
subject48,1500,300,92.34923492349236,93.42934293429343,1.0801080108010694,1.1695906432748422,10.99407613199362
subject48,1800,120,93.42934293429343,89.64896489648966,3.7803780378037715,4.046242774566465,-7.930482756839852
subject49,0,300,88.56885688568858,88.56885688568858,0.0,0.0,17.578193943246234
subject49,300,300,92.34923492349236,92.88928892889288,0.5400540054005205,0.5847953216374057,14.877961010166596
subject49,600,300,90.72907290729073,92.34923492349236,1.6201620162016326,1.7857142857142996,5.720340542048213
subject49,900,300,85.32853285328532,85.86858685868587,0.5400540054005489,0.6329113924050737,13.10392904501883
subject49,1200,300,85.86858685868587,85.32853285328532,0.5400540054005489,0.6289308176100732,12.984408086619803
subject49,1500,300,88.02880288028803,89.10891089108911,1.0801080108010837,1.2269938650306789,6.1927086780377305
subject49,1800,120,83.7083708370837,85.32853285328532,1.6201620162016184,1.93548387096774,13.650033586783508
subject5,0,300,99.36993699369938,99.9099909990999,0.5400540054005205,0.5434782608695455,10.124151893958205
subject5,300,300,97.74977497749775,98.28982898289829,0.5400540054005347,0.5524861878452983,16.565552096331317
subject5,600,300,100.99009900990099,100.99009900990099,0.0,0.0,17.981416289962485
subject5,900,300,101.53015301530154,100.99009900990099,0.5400540054005489,0.53191489361703,10.65640097837476
subject5,1200,240,92.34923492349236,92.34923492349236,0.0,0.0,5.961158469068564
subject8,0,300,105.31053105310531,105.85058505850586,0.5400540054005489,0.5128205128205212,6.136494342024664
subject8,300,300,117.73177317731773,117.73177317731773,0.0,0.0,11.302131388340229
subject8,600,300,115.57155715571558,115.03150315031503,0.5400540054005489,0.46728971962617594,6.93344860768327
subject8,900,300,111.7911791179118,111.7911791179118,0.0,0.0,12.195756102769401
subject8,1200,300,115.03150315031503,115.03150315031503,0.0,0.0,10.217967846073723
subject8,1500,300,112.87128712871288,112.87128712871288,0.0,0.0,17.659424170670707
subject8,1800,120,107.47074707470748,106.3906390639064,1.0801080108010694,1.0050251256281306,3.7256017048220857
subject9,0,300,97.74977497749775,96.12961296129613,1.6201620162016184,1.6574585635359098,0.9657182967762576
subject9,300,300,111.25112511251126,111.7911791179118,0.5400540054005347,0.48543689320387867,6.492132593595532
subject9,600,300,117.1917191719172,116.65166516651665,0.5400540054005489,0.46082949308756516,8.481068627138743
subject9,900,300,125.83258325832585,125.83258325832585,0.0,0.0,-9.198874784842827
subject9,1200,300,108.01080108010801,108.01080108010801,0.0,0.0,13.699767592110518
subject9,1500,300,102.6102610261026,102.6102610261026,0.0,0.0,16.458487851994686
subject9,1800,120,104.23042304230424,100.45004500450045,3.7803780378037857,3.6269430051813516,8.908085894651473
